site_name,Cultural Venue Type,latitude,longitude
Catholic Bishops' Conference of England and Wales,Archives,51.49106651,-0.144765532
Catholic Education Service,Archives,51.49106651,-0.144765532
Green Alliance,Archives,51.49269242,-0.142160353
Royal Society for Asian Affairs,Archives,51.49372918,-0.148010279
Society of Motor Manufacturers and Traders Ltd,Archives,51.50108697,-0.152682785
Royal Anglo-Belgian Club,Archives,51.50247195,-0.158981047
British-German Association,Archives,51.49860148,-0.151890056
Great Britain - China Centre,Archives,51.49860801,-0.155160323
"Institute of Materials, Minerals and Mining",Archives,51.50569129,-0.133374566
Plastics Historical Society,Archives,51.50569129,-0.133374566
Institute of Directors,Archives,51.50719177,-0.131598377
British Academy,Archives,51.5063498,-0.131243765
Town and Country Planning Association,Archives,51.50671003,-0.130148252
Civic Trust,Archives,51.50671003,-0.130148252
Federation of British Artists,Archives,51.50671003,-0.130148252
Athenaeum,Archives,51.50684074,-0.132707924
Royal Automobile Club,Archives,51.50592662,-0.135166189
Commonwealth Secretariat,Archives,51.50514791,-0.135961714
Institute of Contemporary Arts,Archives,51.50638923,-0.130896308
Royal Albert Hall Archive,Archives,51.50126863,-0.17751559
Royal College of Music,Archives,51.4992805,-0.176888956
Royal College of Art,Archives,51.50135507,-0.178448688
English National Ballet Archives,Archives,51.50074685,-0.17866026
"London University: London School of Economics Library, Archives and Special Collections",Archives,51.51483618,-0.11589258
Royal College of Surgeons of England,Archives,51.51528552,-0.11587403
Food and Drink Federation,Archives,51.51270833,-0.12003022
Duchy of Lancaster Office,Archives,51.51013113,-0.118579941
National Portrait Gallery,Archives,51.5093988,-0.128452893
British Actors' Equity Association,Archives,51.51208035,-0.127997054
National Gallery Research Centre,Archives,51.50909835,-0.127658197
Institution of Engineering and Technology (IET) Archives,Archives,51.51028947,-0.119481331
Institution of Incorporated Engineers,Archives,51.51028947,-0.119481331
Savoy Archives,Archives,51.50994545,-0.119899019
Coutts & Co,Archives,51.50910072,-0.124992068
London University: Courtauld Institute of Art,Archives,51.51102034,-0.117952415
Royal Society of Literature,Archives,51.51102034,-0.117952415
Wigmore Hall,Archives,51.51665556,-0.148261914
British Veterinary Association,Archives,51.51901537,-0.146220252
Royal College of Midwives Archives,Archives,51.51936074,-0.146451262
Howard de Walden Estates Ltd,Archives,51.51794832,-0.146984288
Palestine Exploration Fund,Archives,51.51676904,-0.150894955
Alfred Dunhill Museum and Archive,Archives,51.5163984,-0.151342371
British Dental Association Museum,Archives,51.5185766,-0.148616377
Archives of the Royal Philatelic Society London,Archives,51.52147742,-0.150084306
Institute of Physics,Archives,51.52168834,-0.145217928
Nursing and Midwifery Council,Archives,51.51956538,-0.145174496
Medical Research Council,Archives,51.52278226,-0.147292501
British Institute of Radiology,Archives,51.52001346,-0.144507634
Landscape Institute,Archives,51.51690058,-0.141578562
Performing Right Society Archives,Archives,51.5184036,-0.137121112
Royal Astronomical Society Library,Archives,51.50909914,-0.139576037
Society of Antiquaries of London,Archives,51.50909914,-0.139576037
Royal Academy of Arts,Archives,51.50909914,-0.139576037
Geologists Association,Archives,51.50909914,-0.139576037
Royal Society of Chemistry,Archives,51.50909914,-0.139576037
Linnean Society of London,Archives,51.50909914,-0.139576037
Geological Society of London,Archives,51.50909914,-0.139576037
British Board of Film Classification,Archives,51.51533741,-0.133181828
Agnew's,Archives,51.51005319,-0.143601127
English-Speaking Union of the Commonwealth,Archives,51.50786441,-0.146788412
Arab-British Chamber of Commerce,Archives,51.51042165,-0.153270578
Handel House Trust,Archives,51.51296728,-0.145903845
Gimpel Fils,Archives,51.51195324,-0.14774652
Institute of Brewing & Distilling,Archives,51.50689961,-0.145487425
Electrical Contractors' Association,Archives,51.51178125,-0.192055219
National Campaign for Nursery Education,Archives,51.48659594,-0.132570322
British Retail Consortium,Archives,51.50031567,-0.131807714
Chartered Institute of Public Finance and Accountancy,Archives,51.50874887,-0.122671958
British Council,Archives,51.50699994,-0.129718478
Imperial College Healthcare NHS Trust Archives,Archives,51.51697102,-0.173544641
Alexander Fleming Laboratory Museum,Archives,51.51697102,-0.173544641
Anthroposophical Society in Great Britain,Archives,51.52489743,-0.160555743
JCA Charitable Foundation,Archives,51.496849,-0.142493071
Harrow School Archives,Archives,51.57228208,-0.337383023
Society of the Divine Saviour (Salvatorians),Archives,51.60015881,-0.337389687
North London Collegiate School,Archives,51.61417689,-0.2947011
Harrow Local History Collection,Archives,51.59406082,-0.352613082
National Air Traffic Services Ltd,Archives,51.48044982,-0.412330588
Hounslow and Feltham Local Studies Service,Archives,51.44636331,-0.411070417
London Museum of Water & Steam,Archives,51.48905549,-0.290517573
Leprosy Mission International,Archives,51.48961264,-0.309043989
Chiswick Library Local Studies Service,Archives,51.49169574,-0.261085466
GlaxoSmithKline Heritage Archives,Archives,51.48869905,-0.315612974
Gunnersbury Park Museum,Archives,51.49954349,-0.286321449
Orleans House Gallery,Archives,51.44733169,-0.319072216
St Paul's School Archives,Archives,51.48769585,-0.237417739
World Rugby Museum,Archives,51.45564884,-0.341739408
"Surrey University: St Mary's College, Strawberry Hill",Archives,51.43615142,-0.335885113
Bexley Local Studies and Archive Centre,Archives,51.45599566,0.143775809
Waltham Forest Archives,Archives,51.58401371,-0.012739358
William Morris Gallery,Archives,51.59130071,-0.020376611
Chartered Insurance Institute,Archives,51.59393333,0.022654036
Spurgeon's College,Archives,51.40643282,-0.086202504
Age Concern,Archives,51.40683553,-0.120521531
ART AND CRAFT STUDIOS,Artists workspaces,51.46693812,-0.332369119
Pavilion Studios,Artists workspaces,51.48079098,-0.256102401
Artists workspaces unnamed,Artists workspaces,51.48224975,-0.305388834
The Forge / Diesel House Studios,Artists workspaces,51.48905549,-0.290517573
Stockwell Road,Artists workspaces,51.46469069,-0.114647355
Artists workspaces unnamed,Artists workspaces,51.46498994,-0.102541588
Arch 258,Artists workspaces,51.4650893,-0.101457693
STUDIO 27,Artists workspaces,51.4663483,-0.098684343
coldharbour studios,Artists workspaces,51.4663483,-0.098684343
Bread & Roses,Artists workspaces,51.46766401,-0.137623387
Artists workspaces unnamed,Artists workspaces,51.46814799,-0.113223473
Glassyard,Artists workspaces,51.4688417,-0.120581162
Artists workspaces unnamed,Artists workspaces,51.47371047,-0.13248182
Artists workspaces unnamed,Artists workspaces,51.48513475,-0.11543231
Studio 180,Artists workspaces,51.49568915,-0.115874653
Makespace studios,Artists workspaces,51.49863391,-0.113261782
Empire Arches,Artists workspaces,51.42278226,-0.138149048
Carlew House,Artists workspaces,51.43040236,-0.100809816
Artists workspaces unnamed,Artists workspaces,51.43431391,-0.104676051
Streatham Hill,Artists workspaces,51.44056664,-0.124965017
Ongean Studios,Artists workspaces,51.44959481,-0.100359001
Artists workspaces unnamed,Artists workspaces,51.46197333,-0.134222761
Brixton Village,Artists workspaces,51.46254928,-0.111784377
Bureau Of Silly Ideas,Artists workspaces,51.46283153,-0.111441616
Pipeline Projects,Artists workspaces,51.46791673,-0.218611754
Artists workspaces unnamed,Artists workspaces,51.47101893,-0.156330777
Nine Elms,Artists workspaces,51.47990872,-0.138775447
Wandsworth Plain,Artists workspaces,51.45787306,-0.194574699
Wimbledon Art Studios,Artists workspaces,51.43253345,-0.188293862
Artists workspaces unnamed,Artists workspaces,51.45787306,-0.194574699
Artists workspaces unnamed,Artists workspaces,51.46813197,-0.074090545
Artists workspaces unnamed,Artists workspaces,51.46985233,-0.068791459
Artists workspaces unnamed,Artists workspaces,51.46999995,-0.065747142
Artists workspaces unnamed,Artists workspaces,51.47308408,-0.081585729
Artists workspaces unnamed,Artists workspaces,51.4754813,-0.065486485
Havil Street,Artists workspaces,51.4758599,-0.083053318
3-5 Latona Road,Artists workspaces,51.48194983,-0.071103315
7-17 Latona Road,Artists workspaces,51.48194983,-0.071103315
Galleria,Artists workspaces,51.48202767,-0.073649245
Haymerle,Artists workspaces,51.48249513,-0.069812888
Ilderton Road,Artists workspaces,51.48319987,-0.054242484
Toaster factory ,Artists workspaces,51.4833284,-0.054942753
Artists workspaces unnamed,Artists workspaces,51.48360739,-0.071278223
Penarth Centre,Artists workspaces,51.48369637,-0.054898283
Chaplin Centre,Artists workspaces,51.48835522,-0.086620189
Artists workspaces unnamed,Artists workspaces,51.48835522,-0.086620189
Artists workspaces unnamed,Artists workspaces,51.4886017,-0.096793913
Artists workspaces unnamed,Artists workspaces,51.48957529,-0.100268165
Artists workspaces unnamed,Artists workspaces,51.48966933,-0.101632723
Artists workspaces unnamed,Artists workspaces,51.49061133,-0.100383562
Highline,Artists workspaces,51.49174915,-0.099010959
Artists workspaces unnamed,Artists workspaces,51.49426019,-0.079270584
Artists workspaces unnamed,Artists workspaces,51.49461357,-0.090997012
Artists workspaces unnamed,Artists workspaces,51.49434755,-0.073086554
TOWER BRIDGE BUSINESS COMPLEX,Artists workspaces,51.49419634,-0.062821182
Artists workspaces unnamed,Artists workspaces,51.49690542,-0.062958383
Artists workspaces unnamed,Artists workspaces,51.49882177,-0.095950285
Artists workspaces unnamed,Artists workspaces,51.50316867,-0.097267573
Artists workspaces unnamed,Artists workspaces,51.5323504,-0.107844697
Peabody Yard,Artists workspaces,51.53893654,-0.096395539
Artists workspaces unnamed,Artists workspaces,51.55218806,-0.093967122
Artists workspaces unnamed,Artists workspaces,51.55994394,-0.11368203
Archway,Artists workspaces,51.5651689,-0.133940039
Artists workspaces unnamed,Artists workspaces,51.56599723,-0.131179085
Artists workspaces unnamed,Artists workspaces,51.47148298,-0.030608277
Artists workspaces unnamed,Artists workspaces,51.47640151,-0.021496653
Art Hub Deptford,Artists workspaces,51.47711774,-0.020774389
Artists workspaces unnamed,Artists workspaces,51.47862647,-0.020651416
The Old Police Station,Artists workspaces,51.47944482,-0.031863687
Childers Street,Artists workspaces,51.48215624,-0.034814615
"Unit 10, Elizabeth Trading Estate",Artists workspaces,51.48279792,-0.04468175
JUNO ENTERPRISE CENTRE,Artists workspaces,51.48373076,-0.046154152
GUILD HOUSE FIRST FLOOR FRONT,Artists workspaces,51.48389554,-0.050107974
Forest Hill Library,Artists workspaces,51.43589345,-0.05618143
Louise House,Artists workspaces,51.43593313,-0.055863213
Artists workspaces unnamed,Artists workspaces,51.43970001,-0.054710451
Artists workspaces unnamed,Artists workspaces,51.44137819,-0.04639394
Catford Dek,Artists workspaces,51.4452943,-0.020380851
Leegate Studios,Artists workspaces,51.45619315,0.011887677
Ladywell Bridge,Artists workspaces,51.45683463,-0.018399094
Manor House,Artists workspaces,51.45731767,0.004509413
Norman House,Artists workspaces,51.4767242,-0.017176849
Borthwick St,Artists workspaces,51.48496902,-0.024778976
Azof,Artists workspaces,51.48899702,0.007934343
Artists workspaces unnamed,Artists workspaces,51.49125055,0.066501421
Artists workspaces unnamed,Artists workspaces,51.49280506,0.046945644
Thames-side studios,Artists workspaces,51.4943765,0.043965071
Art Hub HQ,Artists workspaces,51.49456696,0.039912483
Chisenhale Studios,Artists workspaces,51.53308803,-0.039708154
The Forge,Artists workspaces,51.48879019,-0.019159363
The Rum Factory ,Artists workspaces,51.50860472,-0.062944696
Artists workspaces unnamed,Artists workspaces,51.50824807,0.00848912
Artists workspaces unnamed,Artists workspaces,51.50844157,0.008742624
Cable Street Studios,Artists workspaces,51.51136698,-0.042996736
Art Space at St Katharines,Artists workspaces,51.51149426,-0.041463615
Fitzgerald House,Artists workspaces,51.51165109,-0.014953291
Limehouse Town Hall,Artists workspaces,51.51210827,-0.031406437
Ratcliffe Cross Street ,Artists workspaces,51.51289369,-0.042873615
Aberfieldy Street studios,Artists workspaces,51.51399396,-0.006218176
Artists workspaces unnamed,Artists workspaces,51.51666169,-0.072187702
Leven Road,Artists workspaces,51.51697596,-0.00758686
Copperfield Road,Artists workspaces,51.51907944,-0.03580472
The Fire Station,Artists workspaces,51.5196308,-0.009820501
Brickfield,Artists workspaces,51.52087781,-0.013888751
Limehouse Studios,Artists workspaces,51.52132162,-0.011952243
Empson Street,Artists workspaces,51.52169352,-0.012671208
No.w.here,Artists workspaces,51.52634659,-0.063993455
"The Crypt, St John on Bethnal Green",Artists workspaces,51.52758087,-0.054901582
